symbol,globalScore
JAZF1,0.4482041171900724
NDUFV1,0.4477943385008433
SMG8,0.4471290290115444
IPO7,0.4454416451870511
NRIP1,0.4447686096151935
PTDSS1,0.4438498804381088
NDUFB4,0.4398199662549898
SKP2,0.4375669089055466
RIPK1,0.4374519650244426
SQLE,0.4367289469941381
RAP2B,0.4363762957866482
IL34,0.4349843459515374
ZNF652,0.4347958953288836
TRAPPC5,0.4347519295921756
GGPS1,0.4347443340030078
PDGFRA,0.4344196262566399
MS4A4E,0.4337431668748249
ATP8B4,0.4313410842806129
HTR2A,0.4307026948145531
CALR,0.4298625215290493
BTF3,0.4295736073846416
PILRA,0.4273059642290385
NISCH,0.4270989636257116
PAPOLA,0.4268370269495066
ABI3,0.4267942756437868
NUP160,0.426506910931603
PRSS8,0.4263300075403936
SLC18A2,0.4256745078275225
MTMR12,0.4253095050669199
SNRK,0.4247704598167648
RXRG,0.4244641722495671
PVR,0.4242480733004432
TFCP2L1,0.4236649230410255
FERMT2,0.4230197555199671
TTN,0.4226141523528653
RANBP3,0.4224839949304148
ABCA1,0.4223188505923324
MTMR9,0.4220482867824836
SLC6A3,0.4214450520978302
TSPAN14,0.4180949771996531
AP3D1,0.4174836052904492
COX7C,0.4172204932222664
SPI1,0.4167849756288145
DRD2,0.4159301163937273
EEF2,0.4158200979473588
EPM2A,0.4142010293825119
VPS28,0.4139845755848841
PIP5K1A,0.4138555974623084
IDUA,0.4138197170858619
HTR1A,0.4127786270705766
APH1A,0.412748698018884
CLK3,0.4103618272911923
CHRNA7,0.4101304060319751
CDH13,0.4096032432626903
PDE7B,0.4095134028854656
MAK,0.4094301994954231
PPARG,0.4089902382348452
MINDY2,0.4089441505750756
MMP25,0.4082922528657468
HTR6,0.4080926519241422
EGFR,0.4074398334091445
PANK1,0.4067286050392552
DRD1,0.4040461210415298
PTGS2,0.4036868978648044
MRPS27,0.4023035396914153
ING3,0.4022551619305217
DLD,0.4022503730089914
QPCT,0.4020217468332581
NCSTN,0.4016472824745319
MTMR10,0.3977625482383899
PDE9A,0.39744981997395
CREB1,0.3974434932511477
PSENEN,0.3968620176986445
KAT5,0.3967253323639054
MOB3B,0.3963097077011674
ULK4,0.3951390149018024
ELOVL7,0.3948040084171407
ESR2,0.3946154925266373
GABRB1,0.393787706896578
BRD2,0.3931594154812037
RELA,0.3927376714511472
UQCRB,0.3924743875590459
CREB3L3,0.3913314553340502
GAK,0.391070804672794
ADRA2B,0.3909728145438073
CNTNAP2,0.3885435549404026
JUN,0.3882539841686864
LMNA,0.388098957786051
PDE4B,0.3875325760997273
MMP8,0.3873987814472047
ZNF629,0.3873888470785948
COG8,0.3873044681666114
TSPO,0.3872654307276312
PRDX1,0.3871005489038768
CAPN2,0.3865686960108354
CANX,0.3863581197127184
BRSK2,0.3858656817671754
NOC3L,0.3856338193083906
FLNA,0.3848706480146268
CTSL,0.3845375592595125
PTGS1,0.3844593721667292
ULK1,0.3842960864290359
PTPRA,0.3829209743672031
ZKSCAN1,0.3827730551760334
FOSL1,0.3823325823443008
GOT1,0.3819617342800148
MMP1,0.3813711087613881
NR3C1,0.381212771246445
STAT4,0.3812084989298075
CAST,0.3807409956883003
CAST,0.3807409956883003
CCDC6,0.3797645488236105
NOX4,0.3789708463025947
CAPN1,0.3789290150313411
TTK,0.3779085514517349
SREBF1,0.3777040188935435
LILRB2,0.3772272900277129
PFKP,0.3772270607082932
CDC25A,0.3769139126634551
EMC4,0.3768973652072784
SLC35C1,0.3764384599260527
