symbol,globalScore
PICK1,0.3563590100417652
S100A4,0.3563375206865226
TRAPPC11,0.3555124875135345
MT-ND3,0.3552046271251726
GRN,0.3540904265264101
INPP5F,0.3539967751895467
ARPC5L,0.3535709395250881
CACNA1A,0.3533568626944592
GNG4,0.3532843968085963
NDUFS4,0.3530146812540025
PIK3R2,0.3529191558279244
MT-ND4,0.3527676200712029
KAT7,0.3524472762843474
ARNT,0.3523552988290561
FAHD2A,0.352278846314913
WIPF2,0.3516340309260151
MT-ND4L,0.3515115062334497
MPRIP,0.3510066593816773
XPO7,0.3509544943990913
SHMT1,0.3502732486922697
CDK2,0.350150209442445
PTRHD1,0.3487532085846528
GPR65,0.3486739567483272
RAB9A,0.3486056290847822
ADRA2B,0.3481734405705627
CGA,0.3479115136024738
MRPS27,0.3477741940249877
CAMK1G,0.3477740744117417
CANX,0.3476140565720876
PNO1,0.3475858028673355
ARPC4,0.3467750727066083
SLC25A4,0.3458852166702809
MAK,0.3458511230698965
NEK1,0.3458331136916567
ZNF462,0.345767751272613
HIC1,0.345767751272613
TRMT10C,0.343932949312199
EXOC2,0.343932949312199
MGAT1,0.3439328298596084
KRT86,0.3438370700217122
IPO13,0.3436079785515809
NFIB,0.3433029653838815
LAMTOR1,0.3431280439568628
EPHA1,0.3412389637737754
MAP4K2,0.3401105425222375
ACY3,0.3401101749476969
NUAK2,0.3401101749476969
CENPO,0.3400134663099256
PPP1R12A,0.3397573189384444
CSNK2B,0.3397189507779629
EVX2,0.3395075925815459
MTHFS,0.3391298832809329
CYSLTR1,0.3389028695236105
PDE9A,0.3387175617034493
NDUFS6,0.3385934120840428
FUZ,0.3382059336442212
S100A13,0.3382058123075445
MT-ATP6,0.3379317564478786
KMT2B,0.3378939094841371
HCN2,0.3378533756351767
LCMT1,0.3373055335547829
PTH,0.337185172890887
PKP2,0.3370959444580961
GDI1,0.3368608196641039
ADCY1,0.3364995047080806
NDUFA7,0.3364949366814377
TPST2,0.3363062178226262
FECH,0.3355201129844617
OPRM1,0.3353189449962843
MVP,0.3350364938632606
ITGB4,0.3349545959463626
TRRAP,0.3349101128318797
MT-CO3,0.3348611638218733
PAPSS1,0.3344113734204076
COX7A1,0.3344113734204076
MRPS17,0.3344111371321341
PFKP,0.3344110213993561
NME4,0.3344110213993561
MT-ATP8,0.333879467332867
IRF4,0.3336667530164469
NKX2-3,0.3336482470041637
COMP,0.3334445247440794
GDF6,0.3326218692162316
PPP4R1,0.3325209330629493
HES4,0.3323599086622027
SLC6A3,0.3311569042487432
BRSK2,0.3306351304830777
CDC42EP5,0.3306349004550365
MRPL33,0.3306349004550365
ARL1,0.3306347808407156
FGGY,0.3306347808407156
PRDX2,0.3305294438673143
MRPL42,0.3296776836974578
CNTN1,0.3294109062959707
AASS,0.329334267570954
ETAA1,0.3290412092717171
LRRC4C,0.3290412092717171
TRAPPC3,0.3287536172176221
DYRK1B,0.3287536172176221
HRH3,0.3287083299284019
PTGFR,0.3275776793110028
GLP1R,0.3270921140669554
WNT3,0.3269658082220744
AKAP8L,0.3268774341564021
PTPRD,0.3268774341564021
NME9,0.3268771970902476
NR3C1,0.3262747514930409
PURA,0.3250938778201954
PANK3,0.3250055292109003
PPP1CA,0.3250055292109003
MRPL45,0.3250052976103102
DHX30,0.3250052976103102
RAB20,0.3250052976103102
ARHGEF17,0.3250052976103102
ECE1,0.3250051860991533
MYL6B,0.3250051860991533
WNT2,0.3238342213093524
NR2F2,0.3237209988459941
DSTN,0.3234782120965165
CKMT1B,0.3234188144749339
SHROOM1,0.3231380352749854
PAM16,0.3231380352749854
PIK3C2A,0.3231379263284198
USP34,0.3224763554357763
PTPRS,0.3224187161191859
MRPL34,0.3216449739756993
FTCD,0.3216448593403824
ATXN2,0.3215950551608995
DYNC1I2,0.3212753941210146
WNK3,0.3212752794856978
ST3GAL4,0.3205261319791014
CTCF,0.3204959396608628
PLPPR1,0.3201554383555011
NEK6,0.3194176164391146
TJP2,0.3194173924150473
ESRP2,0.3194173924150473
ZBTB9,0.3194173924150473
CSNK2A2,0.3181276670268919
HIF1A,0.31804554329782
CEP83,0.3180365639118261
BCL9,0.3177100328481507
COX6A2,0.3176554261014614
L3MBTL3,0.3175640085080182
PIM1,0.3173865274718978
SH3BGRL,0.316916380994209
SNAP25,0.3163098122024059
MINK1,0.3160847117190514
ALDH8A1,0.3157152464664837
TFPI,0.3157151318643667
RPS6KC1,0.3157151318643667
MRPL36,0.3156011593263724
HLA-DQA2,0.3155990118794991
DUSP2,0.3154134814869397
HEXB,0.3153512030833298
ATP10D,0.315289500280364
SH3RF1,0.3152177112703154
PLPP4,0.3149241599542146
PPP3R1,0.3147949485356965
SCLY,0.3147949485356965
TPD52,0.3147218870122582
SLIT3,0.3143972488852652
FCRL2,0.3138713348955791
CDK11B,0.3138713348955791
MRPS15,0.3138711108976932
ABCG1,0.3138709988989848
MAPK14,0.3137124902549449
SLC25A6,0.3136022045392161
SLC25A6,0.3136022045392161
